,0,1
18423,7/11,13
18424,Hot Boy,6
18425,CoCo,26
18426,Rude,1
18427,I Don't Mind,28
18428,Beg For It,27
18429,Don't Tell 'Em,6
18430,Black Widow,3
18431,Blame,19
18432,Time Of Our Lives,33
18433,Night Changes,31
18434,Only One,35
18435,Riptide,32
18436,Chandelier,8
18437,L.A.LOVE (la la),27
18438,Heroes (We Could Be),35
18439,Trumpets,14
18440,Ghost,41
18441,Something In The Water,24
18442,Shotgun Rider,38
18443,Rather Be,10
18444,Stolen Dance,39
18445,Sledgehammer,40
18446,Try Me,45
18447,Anaconda,2
18448,Talladega,49
18449,Lifestyle,16
18450,Sun Daze,51
18451,"Touchin, Lovin",43
18452,I Lived,53
18453,G.D.F.R.,54
18454,Steal My Girl,13
18455,I See You,56
18456,Perfect Storm,52
18457,I Bet My Life,53
18458,Feeling Myself,43
18459,Prayer In C,60
18460,She Knows,61
18461,Lonely Tonight,54
18462,Drinking Class,60
18463,Hold You Down,39
18464,Try,55
18465,Just Gettin' Started,61
18466,God Made Girls,61
18467,Til It's Gone,67
18468,Often,65
18469,Dangerous,56
18470,Style,60
18471,Make Me Wanna,72
18472,Lonely Eyes,73
18473,Close Your Eyes,69
18474,Mean To Me,75
18475,Body Language,72
18476,Shut Up And Dance,75
18477,Stuck On A Feeling,78
18478,Somewhere In My Car,49
18479,Something Big,80
18480,***Flawless,41
18481,Homegrown Honey,82
18482,Like A Cowboy,83
18483,Dear Future Husband,64
18484,In Your Arms,72
18485,Apparently,86
18486,Earned It (Fifty Shades Of Grey),49
18487,No Love,69
18488,Neon Light,43
18489,Outside,68
18490,Bed Of Lies,62
18491,Throw Sum Mo,92
18492,Take Your Time,93
18493,Yellow Flicker Beat,34
18494,What We Ain't Got,95
18495,Geronimo,90
18496,A Guy Walks Into A Bar,97
18497,Take It On Back,98
18498,Ain't Worth The Whiskey,99
18499,I Mean It,100
18500,Uptown Funk!,1
18501,Thinking Out Loud,2
18502,Blank Space,1
18503,Take Me To Church,2
18504,Shake It Off,1
18505,Lips Are Movin,4
18506,I'm Not The Only One,5
18507,Sugar,8
18508,Jealous,7
18509,All About That Bass,1
18510,Love Me Harder,7
18511,Centuries,12
18512,The Hanging Tree,12
18513,I Don't F**k With You,11
18514,The Heart Wants What It Wants,6
18515,Animals,3
18516,I Don't Mind,17
18517,7/11,13
18518,Only,12
18519,No Type,16
18520,Tuesday,12
18521,Ghost,22
18522,Bang Bang,3
18523,Time Of Our Lives,24
18524,Waves,14
18525,CoCo,26
18526,Stay With Me,2
18527,Habits (Stay High),3
18528,Elastic Heart,17
18529,Riptide,30
18530,Don't,9
18531,I Lived,32
18532,Chandelier,8
18533,Hot Boy,6
18534,Heroes (We Could Be),31
18535,Love Me Like You Do,36
18536,Heartbeat Song,37
18537,G.D.F.R.,38
18538,Don't Tell 'Em,6
18539,Blame,19
18540,Something In The Water,24
18541,Night Changes,31
18542,Rude,1
18543,Black Widow,3
18544,I See You,45
18545,Talladega,46
18546,Prayer In C,47
18547,Homegrown,48
18548,Sun Daze,49
18549,She Knows,50
18550,Sledgehammer,40
18551,Style,52
18552,Try Me,45
18553,Lonely Tonight,54
18554,Shotgun Rider,38
18555,Stuck On A Feeling,56
18556,Beg For It,27
18557,Outside,58
18558,Make Me Wanna,59
18559,Til It's Gone,60
18560,Feeling Myself,43
18561,"Touchin, Lovin",43
18562,Drinking Class,60
18563,Just Gettin' Started,61
18564,Perfect Storm,52
18565,L.A.LOVE (la la),27
18566,Often,65
18567,Hold You Down,39
18568,I Bet My Life,53
18569,Earned It (Fifty Shades Of Grey),49
18570,Take Your Time,71
18571,Ayo,40
18572,Uma Thurman,73
18573,Shut Up And Dance,71
18574,Mean To Me,74
18575,God Made Girls,61
18576,Like A Cowboy,77
18577,All About It,78
18578,Lonely Eyes,73
18579,Homegrown Honey,80
18580,Apparently,79
18581,Steal My Girl,13
18582,Ain't Worth The Whiskey,83
18583,Dear Future Husband,64
18584,Only One,35
18585,Take It On Back,86
18586,Throw Sum Mo,85
18587,Geronimo,88
18588,Body Language,72
18589,Dangerous,56
18590,Post To Be,91
18591,Glory,92
18592,***Flawless,41
18593,What We Ain't Got,94
18594,Not For Long,95
18595,Say You Do,96
18596,No Love,69
18597,The Body,98
18598,A Guy Walks Into A Bar,97
18599,I Mean It,100
18600,Uptown Funk!,1
18601,Thinking Out Loud,2
18602,Take Me To Church,2
18603,Blank Space,1
18604,Shake It Off,1
18605,Sugar,6
18606,Lips Are Movin,4
18607,I'm Not The Only One,5
18608,Jealous,7
18609,Centuries,10
18610,All About That Bass,1
18611,Love Me Harder,7
18612,I Don't F**k With You,11
18613,I Don't Mind,14
18614,The Heart Wants What It Wants,6
18615,The Hanging Tree,12
18616,Only,12
18617,Animals,3
18618,7/11,13
18619,Love Me Like You Do,20
18620,Time Of Our Lives,21
18621,No Type,16
18622,CoCo,23
18623,Ghost,22
18624,Tuesday,12
18625,Stay With Me,2
18626,Earned It (Fifty Shades Of Grey),27
18627,Bang Bang,3
18628,Waves,14
18629,Habits (Stay High),3
18630,Riptide,30
18631,Elastic Heart,17
18632,Chandelier,8
18633,G.D.F.R.,34
18634,Heroes (We Could Be),31
18635,Don't,9
18636,Style,37
18637,She Knows,38
18638,I Lived,32
18639,Prayer In C,40
18640,I See You,41
18641,Something In The Water,24
18642,Talladega,43
18643,Sun Daze,44
18644,Rude,1
18645,Night Changes,31
18646,Don't Tell 'Em,6
18647,Black Widow,3
18648,Sledgehammer,40
18649,Blame,19
18650,Lonely Tonight,51
18651,Stuck On A Feeling,52
18652,Take Your Time,53
18653,FourFiveSeconds,54
18654,Make Me Wanna,55
18655,Outside,56
18656,Try Me,45
18657,Feeling Myself,43
18658,Often,59
18659,Drinking Class,60
18660,Just Gettin' Started,61
18661,Shotgun Rider,38
18662,I Bet My Life,53
18663,Shut Up And Dance,64
18664,Ayo,40
18665,Mean To Me,66
18666,Heartbeat Song,37
18667,Like A Cowboy,68
18668,Til It's Gone,60
18669,Apparently,70
18670,Truffle Butter,71
18671,Beg For It,27
18672,Throw Sum Mo,73
18673,Lonely Eyes,73
18674,God Made Girls,61
18675,All About It,76
18676,Ain't Worth The Whiskey,77
18677,Perfect Storm,52
18678,L.A.LOVE (la la),27
18679,Homegrown Honey,80
18680,Homegrown,48
18681,Worth It,82
18682,Take It On Back,83
18683,Steal My Girl,13
18684,Uma Thurman,73
18685,Trap Queen,86
18686,Body Language,72
18687,Geronimo,88
18688,Post To Be,89
18689,Say You Do,90
18690,Not For Long,91
18691,What We Ain't Got,92
18692,The Body,93
18693,Somebody,94
18694,Can't Stop Dancin',95
18695,Immortals,96
18696,Dangerous,56
18697,A Guy Walks Into A Bar,97
18698,Slow Motion,99
18699,***Flawless,41
18700,Uptown Funk!,1
18701,Thinking Out Loud,2
18702,Take Me To Church,2
18703,Blank Space,1
18704,Sugar,5
18705,Lips Are Movin,4
18706,I'm Not The Only One,5
18707,Jealous,7
18708,Shake It Off,1
18709,Centuries,10
18710,Time Of Our Lives,11
18711,All About That Bass,1
18712,I Don't Mind,13
18713,Love Me Like You Do,14
18714,FourFiveSeconds,15
18715,Love Me Harder,7
18716,Only,12
18717,I Don't F**k With You,11
18718,The Heart Wants What It Wants,6
18719,CoCo,20
18720,Stay With Me,2
18721,7/11,13
18722,Animals,3
18723,No Type,16
18724,She Knows,25
18725,Ghost,22
18726,Truffle Butter,27
18727,The Hanging Tree,12
18728,Style,29
18729,Tuesday,12
18730,G.D.F.R.,31
18731,Riptide,30
18732,Prayer In C,33
18733,Habits (Stay High),3
18734,Bang Bang,3
18735,Elastic Heart,17
18736,Chandelier,8
18737,Earned It (Fifty Shades Of Grey),27
18738,Waves,14
18739,Don't,9
18740,I See You,41
18741,Heroes (We Could Be),31
18742,Stuck On A Feeling,43
18743,Rude,1
18744,I Lived,32
18745,Talladega,43
18746,Sun Daze,44
18747,Lonely Tonight,48
18748,Take Your Time,49
18749,Outside,50
18750,Night Changes,31
18751,Make Me Wanna,52
18752,Sledgehammer,40
18753,I Bet My Life,53
18754,Something In The Water,24
18755,Heartbeat Song,37
18756,Ayo,40
18757,Feeling Myself,43
18758,Just Gettin' Started,59
18759,Try Me,45
18760,Drinking Class,60
18761,Like A Cowboy,62
18762,Shut Up And Dance,63
18763,Often,59
18764,Apparently,65
18765,Mean To Me,66
18766,Throw Sum Mo,67
18767,Only One,35
18768,Ain't Worth The Whiskey,69
18769,Lonely Eyes,70
18770,All About It,71
18771,Trap Queen,72
18772,Homegrown,48
18773,Shotgun Rider,38
18774,Shots,75
18775,Somebody,76
18776,Homegrown Honey,77
18777,God Made Girls,61
18778,Geronimo,79
18779,Post To Be,80
18780,Budapest,81
18781,Take It On Back,82
18782,Beg For It,27
18783,L.A.LOVE (la la),27
18784,Say You Do,85
18785,Til It's Gone,60
18786,Dangerous,56
18787,Can't Stop Dancin',88
18788,What We Ain't Got,89
18789,The Body,90
18790,A Guy Walks Into A Bar,91
18791,Chains,92
18792,Perfect Storm,52
18793,Body Language,72
18794,Talking Body,95
18795,I Bet,96
18796,Not For Long,91
18797,I Mean It,98
18798,Steal My Girl,13
18799,***Flawless,41
18800,Uptown Funk!,1
18801,Thinking Out Loud,2
18802,Take Me To Church,2
18803,FourFiveSeconds,4
18804,Sugar,4
18805,Love Me Like You Do,6
18806,Blank Space,1
18807,I'm Not The Only One,5
18808,Lips Are Movin,4
18809,Style,10
18810,Stay With Me,2
18811,Earned It (Fifty Shades Of Grey),12
18812,Time Of Our Lives,11
18813,I Don't Mind,13
18814,Shake It Off,1
18815,Centuries,10
18816,All About That Bass,1
18817,Jealous,7
18818,Only,12
18819,Chandelier,8
18820,I Don't F**k With You,11
18821,Truffle Butter,22
18822,7/11,13
18823,She Knows,23
18824,Ghost,22
18825,CoCo,20
18826,Love Me Harder,7
18827,G.D.F.R.,28
18828,Prayer In C,29
18829,No Type,16
18830,Animals,3
18831,Riptide,30
18832,Ayo,33
18833,The Heart Wants What It Wants,6
18834,Elastic Heart,17
18835,Take Your Time,36
18836,Somebody,37
18837,Don't,9
18838,Bang Bang,3
18839,Tuesday,12
18840,Trap Queen,41
18841,Outside,42
18842,Make Me Wanna,43
18843,Heartbeat Song,34
18844,Only One,35
18845,I See You,41
18846,Habits (Stay High),3
18847,Sun Daze,44
18848,Energy,49
18849,Night Changes,31
18850,Lonely Tonight,48
18851,Stuck On A Feeling,43
18852,Blessings,53
18853,I Bet My Life,53
18854,I Lived,32
18855,Chains,56
18856,Shut Up And Dance,57
18857,Lay Me Down,58
18858,Apparently,58
18859,Feeling Myself,43
18860,Often,59
18861,Heroes (We Could Be),31
18862,Mean To Me,63
18863,Just Gettin' Started,59
18864,Drinking Class,60
18865,Like A Cowboy,62
18866,Ain't Worth The Whiskey,67
18867,Talladega,43
18868,Homegrown,48
18869,Talking Body,70
18870,Lonely Eyes,70
18871,Sledgehammer,40
18872,The Hanging Tree,12
18873,Geronimo,74
18874,Throw Sum Mo,67
18875,Little Red Wagon,76
18876,Homegrown Honey,77
18877,Try Me,45
18878,Something In The Water,24
18879,One Last Time,80
18880,Say You Do,81
18881,Post To Be,80
18882,Take It On Back,82
18883,Shotgun Rider,38
18884,Preach,85
18885,Legend,86
18886,A Guy Walks Into A Bar,87
18887,10 Bands,88
18888,The Body,87
18889,Not For Long,80
18890,Used To,91
18891,Budapest,81
18892,Uma Thurman,73
18893,What We Ain't Got,89
18894,Where You Belong,95
18895,"Honey, I'm Good.",96
18896,I Put A Spell On You,97
18897,Shots,75
18898,Keep Your Money,99
18899,What Kind Of Man,100
18900,Uptown Funk!,1
18901,Thinking Out Loud,2
18902,Love Me Like You Do,3
18903,Sugar,4
18904,Take Me To Church,2
18905,FourFiveSeconds,4
18906,Blank Space,1
18907,Style,8
18908,Earned It (Fifty Shades Of Grey),9
18909,Lips Are Movin,4
18910,Time Of Our Lives,11
18911,I'm Not The Only One,5
18912,I Don't Mind,13
18913,Centuries,10
18914,Shake It Off,1
18915,Only,12
18916,Truffle Butter,17
18917,Jealous,7
18918,All About That Bass,1
18919,Stay With Me,2
18920,Ghost,21
18921,She Knows,22
18922,Prayer In C,23
18923,I Don't F**k With You,11
18924,7/11,13
18925,Energy,26
18926,Somebody,27
18927,I Bet My Life,28
18928,G.D.F.R.,28
18929,Chandelier,8
18930,Riptide,30
18931,Ayo,32
18932,Love Me Harder,7
18933,One Last Time,34
18934,Trap Queen,35
18935,CoCo,20
18936,Animals,3
18937,No Type,16
18938,Take Your Time,36
18939,Bang Bang,3
18940,Elastic Heart,17
18941,Chains,42
18942,Outside,42
18943,The Heart Wants What It Wants,6
18944,Make Me Wanna,43
18945,Heartbeat Song,34
18946,Lonely Tonight,47
18947,Shut Up And Dance,48
18948,Tuesday,12
18949,Habits (Stay High),3
18950,Wonderland,51
18951,Legend,52
18952,I See You,41
18953,Post To Be,54
18954,Night Changes,31
18955,Sun Daze,44
18956,Mean To Me,57
18957,10 Bands,58
18958,Ain't Worth The Whiskey,59
18959,Just Gettin' Started,59
18960,Apparently,58
18961,Feeling Myself,43
18962,I Lived,32
18963,Like A Cowboy,62
18964,Talking Body,65
18965,Homegrown,48
18966,Drinking Class,60
18967,Blessings,53
18968,Often,59
18969,Know Yourself,70
18970,Lonely Eyes,70
18971,Lay Me Down,58
18972,Homegrown Honey,73
18973,Only One,35
18974,Stuck On A Feeling,43
18975,Geronimo,74
18976,The Hanging Tree,12
18977,Throw Sum Mo,67
18978,Say You Do,79
18979,Talladega,43
18980,No Tellin',81
18981,Preach,82
18982,6 God,83
18983,Used To,84
18984,Take It On Back,82
18985,A Guy Walks Into A Bar,86
18986,Sledgehammer,40
18987,What Kind Of Man,88
18988,Shots,75
18989,Try Me,45
18990,The Body,87
18991,What We Ain't Got,89
18992,Little Red Wagon,76
18993,Budapest,81
18994,Now & Forever,95
18995,Slow Motion,96
18996,6 Man,97
18997,Not For Long,80
18998,Glory,92
18999,Go Hard Or Go Home,100
19000,Uptown Funk!,1
19001,Thinking Out Loud,2
19002,Sugar,3
19003,Love Me Like You Do,3
19004,FourFiveSeconds,4
19005,Style,6
19006,Earned It (Fifty Shades Of Grey),7
19007,Take Me To Church,2
19008,Time Of Our Lives,9
19009,Blank Space,1
19010,I Don't Mind,11
19011,Trap Queen,12
19012,Lips Are Movin,4
19013,Truffle Butter,14
19014,All Day,15
19015,G.D.F.R.,16
19016,I'm Not The Only One,5
19017,Centuries,10
19018,Somebody,19
19019,She Knows,19
19020,Heartbeat Song,21
19021,One Last Time,22
19022,Only,12
19023,Shake It Off,1
19024,Chains,25
19025,All About That Bass,1
19026,Ayo,25
19027,Jealous,7
19028,I Don't F**k With You,11
19029,Blessings,30
19030,Take Your Time,31
19031,Prayer In C,23
19032,Stay With Me,2
19033,Ghost,21
19034,7/11,13
19035,Shut Up And Dance,36
19036,Riptide,30
19037,I Want You To Know,17
19038,Outside,39
19039,Animals,3
19040,Chandelier,8
19041,Conqueror,42
19042,No Type,16
19043,Post To Be,44
19044,Elastic Heart,17
19045,Homegrown,46
19046,You're So Beautiful,47
19047,I Really Like You,48
19048,Love Me Harder,7
19049,Lonely Tonight,47
19050,Energy,26
19051,Ain't Worth The Whiskey,52
19052,Talking Body,53
19053,Night Changes,31
19054,CoCo,20
19055,Mean To Me,55
19056,Just Gettin' Started,54
19057,Lay Me Down,58
19058,I Bet My Life,28
19059,Legend,52
19060,Lonely Eyes,61
19061,Apparently,58
19062,Make Me Wanna,43
19063,Throw Sum Mo,64
19064,Know Yourself,65
19065,Feeling Myself,43
19066,Homegrown Honey,67
19067,Slow Motion,68
19068,The Heart Wants What It Wants,6
19069,The Hanging Tree,12
19070,New Romantics,71
19071,Immortals,72
19072,Say You Do,73
19073,Geronimo,74
19074,10 Bands,58
19075,I See You,41
19076,A Guy Walks Into A Bar,77
19077,Budapest,78
19078,Nobody Love,79
19079,I Lived,32
19080,Sun Daze,44
19081,Like A Cowboy,62
19082,Smoke,83
19083,Raise 'Em Up,84
19084,Little Red Wagon,76
19085,Watch Me,86
19086,"Honey, I'm Good.",87
19087,Girl Crush,84
19088,What We Ain't Got,89
19089,Talladega,43
19090,Don't It,91
19091,Worth It,82
19092,Adore,93
19093,She Don't Love You,94
19094,I Bet,95
19095,Monster,96
19096,Where Are U Now,97
19097,Sledgehammer,40
19098,Try Me,45
19099,Not For Long,80
19100,Uptown Funk!,1
19101,Sugar,2
19102,Thinking Out Loud,2
19103,Love Me Like You Do,3
19104,FourFiveSeconds,4
19105,Earned It (Fifty Shades Of Grey),6
19106,Style,6
19107,Lay Me Down,8
19108,Time Of Our Lives,9
19109,Trap Queen,10
19110,Take Me To Church,2
19111,Blank Space,1
19112,G.D.F.R.,13
19113,Truffle Butter,14
19114,Somebody,15
19115,I Don't Mind,11
19116,Lips Are Movin,4
19117,One Last Time,18
19118,I'm Not The Only One,5
19119,Chains,20
19120,Shut Up And Dance,21
19121,Shake It Off,1
19122,Ayo,23
19123,I Want You To Know,17
19124,Centuries,10
19125,She Knows,19
19126,Take Your Time,27
19127,All About That Bass,1
19128,Only,12
19129,Heartbeat Song,21
19130,Believe,31
19131,Jealous,7
19132,I Don't F**k With You,11
19133,Stay With Me,2
19134,Blessings,30
19135,7/11,13
19136,Outside,37
19137,Riptide,30
19138,Prayer In C,23
19139,Animals,3
19140,Post To Be,41
19141,Homegrown,42
19142,I Bet,43
19143,Ghost,21
19144,Want To Want Me,45
19145,Talking Body,46
19146,Chandelier,8
19147,Ain't Worth The Whiskey,48
19148,Elastic Heart,17
19149,No Type,16
19150,All Day,15
19151,Night Changes,31
19152,Mean To Me,53
19153,Energy,26
19154,Little Red Wagon,55
19155,Just Gettin' Started,54
19156,Lonely Eyes,57
19157,Geronimo,58
19158,CoCo,20
19159,I Bet My Life,28
19160,Throw Sum Mo,61
19161,Legend,52
19162,Homegrown Honey,63
19163,Slow Motion,64
19164,Lonely Tonight,47
19165,Know Yourself,65
19166,Apparently,58
19167,I Really Like You,48
19168,Feeling Myself,43
19169,You're So Beautiful,47
19170,Say You Do,71
19171,Budapest,72
19172,The Hanging Tree,12
19173,A Guy Walks Into A Bar,74
19174,Make Me Wanna,43
19175,Watch Me,76
19176,"Honey, I'm Good.",77
19177,10 Bands,58
19178,Immortals,72
19179,Nobody Love,79
19180,I See You,41
19181,The Heart Wants What It Wants,6
19182,Smoke,83
19183,Raise 'Em Up,84
19184,Masterpiece,65
19185,Conqueror,42
19186,Worth It,82
19187,Don't It,88
19188,I Lived,32
19189,Girl Crush,84
19190,What We Ain't Got,89
19191,She Don't Love You,92
19192,Where Are U Now,93
19193,Games,94
19194,Bills,95
19195,Bright,96
19196,Wild Child,97
19197,Diamond Rings And Old Barstools,98
19198,Little Toy Guns,99
19199,See You Again,100
19200,Uptown Funk!,1
19201,Sugar,2
19202,Thinking Out Loud,2
19203,Love Me Like You Do,3
19204,Earned It (Fifty Shades Of Grey),5
19205,Trap Queen,6
19206,Style,6
19207,FourFiveSeconds,4
19208,G.D.F.R.,9
19209,Somebody,10
19210,Time Of Our Lives,9
19211,Shut Up And Dance,12
19212,Blank Space,1
19213,Take Me To Church,2
19214,Truffle Butter,14
19215,One Last Time,16
19216,Want To Want Me,17
19217,Lay Me Down,8
19218,Chains,19
19219,Take Your Time,20
19220,Ayo,21
19221,Post To Be,22
19222,B**** Better Have My Money,23
19223,Shake It Off,1
19224,Lips Are Movin,4
19225,I Want You To Know,17
19226,I'm Not The Only One,5
19227,I Don't Mind,11
19228,Outside,29
19229,Blessings,30
19230,Heartbeat Song,21
19231,All About That Bass,1
19232,Throw Sum Mo,33
19233,Centuries,10
19234,Only,12
19235,Homegrown,36
19236,Talking Body,37
19237,Riptide,30
19238,Stay With Me,2
19239,I Don't F**k With You,11
19240,Jealous,7
19241,Animals,3
19242,Night Changes,31
19243,7/11,13
19244,Girl Crush,45
19245,She Knows,19
19246,Elastic Heart,17
19247,Budapest,48
19248,Ain't Worth The Whiskey,43
19249,"Honey, I'm Good.",50
19250,Slow Motion,51
19251,Lonely Eyes,50
19252,Homegrown Honey,53
19253,I Bet My Life,28
19254,Dear Future Husband,47
19255,Prayer In C,23
19256,Know Yourself,57
19257,Worth It,58
19258,Geronimo,58
19259,Say You Do,60
19260,Energy,26
19261,All Day,15
19262,Watch Me,63
19263,A Guy Walks Into A Bar,64
19264,Legend,52
19265,El Perdon (Forgiveness),66
19266,Trouble,67
19267,Nobody Love,68
19268,I Bet,43
19269,Hey Mama,70
19270,CoCo,20
19271,Smoke,72
19272,Little Red Wagon,55
19273,10 Bands,58
19274,Feeling Myself,43
19275,Don't It,76
19276,Raise 'Em Up,77
19277,King Kunta,61
19278,Believe,31
19279,Failure,80
19280,Sippin' On Fire,62
19281,Where Are U Now,82
19282,Apparently,58
19283,See You Again,82
19284,Bills,85
19285,She Don't Love You,86
19286,Immortals,72
19287,Lonely Tonight,47
19288,I Really Like You,48
19289,Little Toy Guns,90
19290,Baby Blue,91
19291,Diamond Rings And Old Barstools,92
19292,Bright,93
19293,Just Gettin' Started,54
19294,Make Me Wanna,43
19295,Love You Like That,96
19296,I See You,41
19297,Wild Child,97
19298,You Know You Like It,99
19299,Like A Wrecking Ball,100
19300,Uptown Funk!,1
19301,Sugar,2
19302,Love Me Like You Do,3
19303,Earned It (Fifty Shades Of Grey),4
19304,Thinking Out Loud,2
19305,Trap Queen,6
19306,Style,6
19307,G.D.F.R.,8
19308,FourFiveSeconds,4
19309,See You Again,10
19310,Somebody,10
19311,Shut Up And Dance,12
19312,Chains,13
19313,Want To Want Me,14
19314,Time Of Our Lives,9
19315,One Last Time,16
19316,Blank Space,1
19317,Truffle Butter,14
19318,B**** Better Have My Money,19
19319,Lay Me Down,8
19320,Take Me To Church,2
19321,Post To Be,22
19322,Take Your Time,20
19323,Heartbeat Song,21
19324,Ayo,21
19325,Shake It Off,1
19326,I Want You To Know,17
19327,Talking Body,28
19328,I'm Not The Only One,5
19329,Blessings,30
19330,I Don't Mind,11
19331,Outside,29
19332,Lips Are Movin,4
19333,Throw Sum Mo,33
19334,Centuries,10
19335,Homegrown,36
19336,All About That Bass,1
19337,Only,12
19338,Dear Future Husband,39
19339,Riptide,30
19340,Worth It,41
19341,Stay With Me,2
19342,I Don't F**k With You,11
19343,Jealous,7
19344,"Honey, I'm Good.",45
19345,Budapest,46
19346,Animals,3
19347,Ain't Worth The Whiskey,43
19348,7/11,13
19349,Night Changes,31
19350,Slow Motion,51
19351,Elastic Heart,17
19352,Lonely Eyes,50
19353,Girl Crush,45
19354,She Knows,19
19355,Hey Mama,56
19356,Say You Do,57
19357,I Bet My Life,28
19358,Know Yourself,57
19359,Watch Me,60
19360,King Kunta,61
19361,Homegrown Honey,53
19362,Geronimo,58
19363,Where Are U Now,64
19364,A Guy Walks Into A Bar,64
19365,Nobody Love,66
19366,I Bet,43
19367,Energy,26
19368,All Day,15
19369,Prayer In C,23
19370,Raise 'Em Up,71
19371,Don't It,72
19372,Trouble,67
19373,Legend,52
19374,Smoke,72
19375,Sippin' On Fire,62
19376,Get Low,77
19377,Believe,31
19378,CoCo,20
19379,I Really Like You,48
19380,Little Red Wagon,55
19381,10 Bands,58
19382,You Know You Like It,83
19383,Bills,84
19384,Feeling Myself,43
19385,Little Toy Guns,86
19386,The Matrimony,87
19387,Bright,88
19388,She Don't Love You,86
19389,El Perdon (Forgiveness),66
19390,Good Lovin,91
19391,Immortals,72
19392,Diamond Rings And Old Barstools,92
19393,Wild Child,94
19394,Love You Like That,95
19395,Like A Wrecking Ball,96
19396,Love Me Like You Mean It,97
19397,Commas,98
19398,Apparently,58
19399,I See You,41
19400,See You Again,1
19401,Uptown Funk!,1
19402,Sugar,2
19403,Trap Queen,4
19404,Thinking Out Loud,2
19405,Earned It (Fifty Shades Of Grey),4
19406,Love Me Like You Do,3
19407,G.D.F.R.,8
19408,Shut Up And Dance,9
19409,Style,6
19410,Somebody,10
19411,Want To Want Me,12
19412,FourFiveSeconds,4
19413,Chains,13
19414,One Last Time,15
19415,Post To Be,16
19416,Time Of Our Lives,9
19417,Truffle Butter,14
19418,Blank Space,1
19419,Lay Me Down,8
19420,B**** Better Have My Money,19
19421,Take Your Time,20
19422,Take Me To Church,2
19423,Talking Body,24
19424,Ayo,21
19425,Dear Future Husband,26
19426,Shake It Off,1
19427,Blessings,28
19428,I Want You To Know,17
19429,Throw Sum Mo,30
19430,Heartbeat Song,21
19431,I'm Not The Only One,5
19432,Lips Are Movin,4
19433,"Honey, I'm Good.",34
19434,Homegrown,35
19435,All About That Bass,1
19436,I Don't Mind,11
19437,Riptide,30
19438,Worth It,39
19439,Centuries,10
19440,Only,12
19441,Where Are U Now,42
19442,Budapest,43
19443,Hey Mama,44
19444,Slow Motion,45
19445,Outside,29
19446,Elastic Heart,17
19447,Jealous,7
19448,Stay With Me,2
19449,I Don't F**k With You,11
19450,7/11,13
19451,All Day,15
19452,Know Yourself,53
19453,Watch Me,54
19454,Ain't Worth The Whiskey,43
19455,Girl Crush,45
19456,Say You Do,57
19457,King Kunta,58
19458,Sippin' On Fire,59
19459,Energy,26
19460,Get Low,61
19461,A Guy Walks Into A Bar,62
19462,Geronimo,58
19463,Lonely Eyes,50
19464,Don't It,65
19465,Nobody Love,66
19466,You Know You Like It,67
19467,Raise 'Em Up,68
19468,Smoke,69
19469,Ride Out,70
19470,I Bet,43
19471,Believe,31
19472,Legend,52
19473,Prayer In C,23
19474,10 Bands,58
19475,Bright,76
19476,Little Toy Guns,77
19477,Little Red Wagon,55
19478,Commas,79
19479,Feeling Myself,43
19480,Homegrown Honey,53
19481,Tear In My Heart,82
19482,I Really Like You,48
19483,Trouble,67
19484,The Matrimony,85
19485,Go Hard Or Go Home,86
19486,She Don't Love You,86
19487,Bills,84
19488,Wild Child,89
19489,Diamond Rings And Old Barstools,90
19490,Love You Like That,91
19491,Immortals,72
19492,Like A Wrecking Ball,93
19493,Love Me Like You Mean It,94
19494,El Perdon (Forgiveness),66
19495,Crash And Burn,96
19496,Good Lovin,91
19497,Goodbye,98
19498,Baby Be My Love Song,99
19499,Lean On,100
19500,See You Again,1
19501,Uptown Funk!,1
19502,Trap Queen,3
19503,Earned It (Fifty Shades Of Grey),3
19504,Sugar,2
19505,Love Me Like You Do,3
19506,Shut Up And Dance,7
19507,Thinking Out Loud,2
19508,G.D.F.R.,8
19509,Want To Want Me,10
19510,Somebody,10
19511,Style,6
19512,Post To Be,13
19513,One Last Time,13
19514,Chains,13
19515,Talking Body,16
19516,Nasty Freestyle,17
19517,Girl Crush,18
19518,Hey Mama,19
19519,Dear Future Husband,20
19520,Lay Me Down,8
19521,B**** Better Have My Money,17
19522,Take Your Time,20
19523,Blank Space,1
19524,Time Of Our Lives,9
19525,FourFiveSeconds,4
19526,Truffle Butter,14
19527,"Honey, I'm Good.",28
19528,Blessings,28
19529,Throw Sum Mo,30
19530,Take Me To Church,2
19531,Worth It,32
19532,Shake It Off,1
19533,I Want You To Know,17
19534,Slow Motion,35
19535,Ayo,21
19536,Where Are U Now,37
19537,I'm Not The Only One,5
19538,You Know You Like It,39
19539,Hallelujah,40
19540,Lips Are Movin,4
19541,Budapest,42
19542,All About That Bass,1
19543,Sippin' On Fire,44
19544,Watch Me,45
19545,Homegrown,35
19546,Centuries,10
19547,I Don't Mind,11
19548,Heartbeat Song,21
19549,Riptide,30
19550,Elastic Heart,17
19551,Say You Do,52
19552,Drinking Class,53
19553,Don't It,54
19554,All Day,15
19555,A Guy Walks Into A Bar,56
19556,Raise 'Em Up,57
19557,Smoke,58
19558,Geronimo,58
19559,Bright,60
19560,Know Yourself,53
19561,Outside,29
19562,I Bet,43
19563,Sangria,64
19564,I Really Like You,39
19565,King Kunta,58
19566,Nobody Love,66
19567,Energy,26
