,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
If It's Love,0.0487,https://api.spotify.com/v1/audio-analysis/5YHR8wBR5jXfGtP766NiAT,0.503,203105,0.843,5YHR8wBR5jXfGtP766NiAT,0,10,0.344,-4.991,0,0.316,128.63,4,https://api.spotify.com/v1/tracks/5YHR8wBR5jXfGtP766NiAT,audio_features,spotify:track:5YHR8wBR5jXfGtP766NiAT,0.778
If We Ever Meet Again,0.00657,https://api.spotify.com/v1/audio-analysis/360UM2DaiHZPRu0EsrOvMp,0.646,292707,0.635,360UM2DaiHZPRu0EsrOvMp,0,1,0.0579,-7.322,1,0.0343,126.062,4,https://api.spotify.com/v1/tracks/360UM2DaiHZPRu0EsrOvMp,audio_features,spotify:track:360UM2DaiHZPRu0EsrOvMp,0.348
Immortals,0.00139,https://api.spotify.com/v1/audio-analysis/3Te8uLyit6X3ncNW8Fp3K2,0.613,189387,0.874,3Te8uLyit6X3ncNW8Fp3K2,1.82e-06,2,0.656,-3.594,1,0.0697,108.038,4,https://api.spotify.com/v1/tracks/3Te8uLyit6X3ncNW8Fp3K2,audio_features,spotify:track:3Te8uLyit6X3ncNW8Fp3K2,0.543
In Case You Didn't Know,0.357,https://api.spotify.com/v1/audio-analysis/10M2Ex445zw585Ducldzkw,0.599,224853,0.542,10M2Ex445zw585Ducldzkw,0,10,0.104,-7.274,1,0.0304,148.003,4,https://api.spotify.com/v1/tracks/10M2Ex445zw585Ducldzkw,audio_features,spotify:track:10M2Ex445zw585Ducldzkw,0.383
In The Dark,0.0115,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE,0.527,241307,0.942,7FwBtcecmlpc1sLySPXeGE,0,1,0.188,-5.64,0,0.0366,148.723,4,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,audio_features,spotify:track:7FwBtcecmlpc1sLySPXeGE,0.495
In The Night,0.0794,https://api.spotify.com/v1/audio-analysis/25KybV9BOUlvcnv7nN3Pyo,0.317,235653,0.683,25KybV9BOUlvcnv7nN3Pyo,0,7,0.0465,-4.989,1,0.134,167.615,3,https://api.spotify.com/v1/tracks/25KybV9BOUlvcnv7nN3Pyo,audio_features,spotify:track:25KybV9BOUlvcnv7nN3Pyo,0.538
In Your Arms,0.0119,https://api.spotify.com/v1/audio-analysis/0YPXkQthLWrhNGoKTbwCJ8,0.632,278627,0.727,0YPXkQthLWrhNGoKTbwCJ8,7.64e-05,11,0.0678,-11.209,0,0.0438,124.919,4,https://api.spotify.com/v1/tracks/0YPXkQthLWrhNGoKTbwCJ8,audio_features,spotify:track:0YPXkQthLWrhNGoKTbwCJ8,0.499
Infinity,0.274,https://api.spotify.com/v1/audio-analysis/7J2gyNghNTzl4EsLhXp01Q,0.562,176591,0.579,7J2gyNghNTzl4EsLhXp01Q,0,10,0.102,-6.788,0,0.484,84.143,4,https://api.spotify.com/v1/tracks/7J2gyNghNTzl4EsLhXp01Q,audio_features,spotify:track:7J2gyNghNTzl4EsLhXp01Q,0.577
Irresistible,0.048,https://api.spotify.com/v1/audio-analysis/3Y3gChJoEUTqrtuqJCIPQk,0.511,205851,0.897,3Y3gChJoEUTqrtuqJCIPQk,0,2,0.196,-4.492,1,0.07,164.908,4,https://api.spotify.com/v1/tracks/3Y3gChJoEUTqrtuqJCIPQk,audio_features,spotify:track:3Y3gChJoEUTqrtuqJCIPQk,0.327
Issues,0.427,https://api.spotify.com/v1/audio-analysis/7vu0JkJh0ldukEYbTVcqd0,0.725,176320,0.42,7vu0JkJh0ldukEYbTVcqd0,0,8,0.061,-6.811,1,0.0811,113.975,4,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,audio_features,spotify:track:7vu0JkJh0ldukEYbTVcqd0,0.424
It Ain't My Fault,0.00155,https://api.spotify.com/v1/audio-analysis/08wJ1B9yu9sPeoRa5fbpr3,0.723,216800,0.824,08wJ1B9yu9sPeoRa5fbpr3,0.167,11,0.333,-5.911,0,0.0331,123.011,4,https://api.spotify.com/v1/tracks/08wJ1B9yu9sPeoRa5fbpr3,audio_features,spotify:track:08wJ1B9yu9sPeoRa5fbpr3,0.76
It Don't Hurt Like It Used To,0.083,https://api.spotify.com/v1/audio-analysis/0iA1unTbTbDOWUSlbwJ1pS,0.503,184506,0.824,0iA1unTbTbDOWUSlbwJ1pS,0,3,0.21,-4.039,1,0.0524,161.981,4,https://api.spotify.com/v1/tracks/0iA1unTbTbDOWUSlbwJ1pS,audio_features,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,0.448
It Goes Like This,0.126,https://api.spotify.com/v1/audio-analysis/6GsAD8PgHxmEuIPTG8GP3M,0.533,186080,0.84,6GsAD8PgHxmEuIPTG8GP3M,0,11,0.0869,-6.377,1,0.0634,168.048,4,https://api.spotify.com/v1/tracks/6GsAD8PgHxmEuIPTG8GP3M,audio_features,spotify:track:6GsAD8PgHxmEuIPTG8GP3M,0.529
It Won't Stop,0.016,https://api.spotify.com/v1/audio-analysis/2xRYnHQdLD9ketvC01UYYT,0.657,281080,0.574,2xRYnHQdLD9ketvC01UYYT,8.1e-05,1,0.172,-9.484,0,0.0407,119.992,4,https://api.spotify.com/v1/tracks/2xRYnHQdLD9ketvC01UYYT,audio_features,spotify:track:2xRYnHQdLD9ketvC01UYYT,0.211
It's Everyday Bro,0.00142,https://api.spotify.com/v1/audio-analysis/4l62h4tiuUwn7eD6hxMlVQ,0.79,217678,0.714,4l62h4tiuUwn7eD6hxMlVQ,0,1,0.111,-7.86,0,0.202,150.033,5,https://api.spotify.com/v1/tracks/4l62h4tiuUwn7eD6hxMlVQ,audio_features,spotify:track:4l62h4tiuUwn7eD6hxMlVQ,0.559
It's Goin' Down,0.0986,https://api.spotify.com/v1/audio-analysis/05Sgj1Hx03ZXc57gsV1kfX,0.888,241840,0.577,05Sgj1Hx03ZXc57gsV1kfX,0,1,0.131,-7.702,0,0.0612,84.003,4,https://api.spotify.com/v1/tracks/05Sgj1Hx03ZXc57gsV1kfX,audio_features,spotify:track:05Sgj1Hx03ZXc57gsV1kfX,0.609
It's Time,0.375,https://api.spotify.com/v1/audio-analysis/7022xokeCJFSeZxw2npVkn,0.85,282667,0.3,7022xokeCJFSeZxw2npVkn,0,10,0.0991,-16.46,1,0.158,90.018,4,https://api.spotify.com/v1/tracks/7022xokeCJFSeZxw2npVkn,audio_features,spotify:track:7022xokeCJFSeZxw2npVkn,0.422
Jealous,0.873,https://api.spotify.com/v1/audio-analysis/4L2K7JKseFCBoHMZEAszW0,0.435,287693,0.155,4L2K7JKseFCBoHMZEAszW0,0,1,0.107,-8.948,1,0.046,128.532,3,https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0,audio_features,spotify:track:4L2K7JKseFCBoHMZEAszW0,0.0935
"John Cougar, John Deere, John 3:16",0.0621,https://api.spotify.com/v1/audio-analysis/1MLiJQozVUdCCNudp1cDbn,0.644,221599,0.777,1MLiJQozVUdCCNudp1cDbn,1.83e-06,0,0.0792,-6.971,1,0.0997,170.021,4,https://api.spotify.com/v1/tracks/1MLiJQozVUdCCNudp1cDbn,audio_features,spotify:track:1MLiJQozVUdCCNudp1cDbn,0.599
John Doe,0.239,https://api.spotify.com/v1/audio-analysis/0NIIKjRSjFVfjkgcgWlgQu,0.722,212006,0.697,0NIIKjRSjFVfjkgcgWlgQu,0,10,0.062,-7.083,1,0.0404,120.132,4,https://api.spotify.com/v1/tracks/0NIIKjRSjFVfjkgcgWlgQu,audio_features,spotify:track:0NIIKjRSjFVfjkgcgWlgQu,0.487
Juice,0.169,https://api.spotify.com/v1/audio-analysis/1dNyRyz1QBN9kO1etUs1PI,0.673,169295,0.449,1dNyRyz1QBN9kO1etUs1PI,0.00115,0,0.0731,-9.727,1,0.298,161.925,4,https://api.spotify.com/v1/tracks/1dNyRyz1QBN9kO1etUs1PI,audio_features,spotify:track:1dNyRyz1QBN9kO1etUs1PI,0.216
Jump Right In,0.0888,https://api.spotify.com/v1/audio-analysis/6yIMatK8OCXC3GuIlwHxuM,0.697,180813,0.82,6yIMatK8OCXC3GuIlwHxuM,0,1,0.143,-5.108,1,0.0575,104.022,4,https://api.spotify.com/v1/tracks/6yIMatK8OCXC3GuIlwHxuM,audio_features,spotify:track:6yIMatK8OCXC3GuIlwHxuM,0.655
Just A Fool,0.419,https://api.spotify.com/v1/audio-analysis/3nuIRSsffklfjjHMck9XKb,0.485,240040,0.723,3nuIRSsffklfjjHMck9XKb,0.0459,4,0.151,-6.729,1,0.0438,118.143,4,https://api.spotify.com/v1/tracks/3nuIRSsffklfjjHMck9XKb,audio_features,spotify:track:3nuIRSsffklfjjHMck9XKb,0.515
Just Breathe,0.697,https://api.spotify.com/v1/audio-analysis/6i81qFkru6Kj1IEsB7KNp2,0.431,215853,0.359,6i81qFkru6Kj1IEsB7KNp2,0.000148,0,0.109,-10.943,1,0.0282,107.723,4,https://api.spotify.com/v1/tracks/6i81qFkru6Kj1IEsB7KNp2,audio_features,spotify:track:6i81qFkru6Kj1IEsB7KNp2,0.284
Just Fishin',0.0077,https://api.spotify.com/v1/audio-analysis/4xIWgRt9IcFed52w7XPdFG,0.586,209680,0.7,4xIWgRt9IcFed52w7XPdFG,0.0636,11,0.186,-5.279,1,0.0251,86.532,4,https://api.spotify.com/v1/tracks/4xIWgRt9IcFed52w7XPdFG,audio_features,spotify:track:4xIWgRt9IcFed52w7XPdFG,0.455
Just Give Me A Reason,0.346,https://api.spotify.com/v1/audio-analysis/4VC5nFbYO4avKksJ9jN4pY,0.778,242733,0.547,4VC5nFbYO4avKksJ9jN4pY,0.000302,2,0.132,-7.273,1,0.0489,95.002,4,https://api.spotify.com/v1/tracks/4VC5nFbYO4avKksJ9jN4pY,audio_features,spotify:track:4VC5nFbYO4avKksJ9jN4pY,0.441
Keep Me In Mind,0.159,https://api.spotify.com/v1/audio-analysis/7zNM46fo01dCBidY4yGNTZ,0.684,214107,0.715,7zNM46fo01dCBidY4yGNTZ,0,6,0.181,-6.132,1,0.0336,96.018,4,https://api.spotify.com/v1/tracks/7zNM46fo01dCBidY4yGNTZ,audio_features,spotify:track:7zNM46fo01dCBidY4yGNTZ,0.563
Keep On Lovin' You,0.331,https://api.spotify.com/v1/audio-analysis/3e4ZaMM2t6Pv25W05KfZTP,0.525,193893,0.477,3e4ZaMM2t6Pv25W05KfZTP,0,10,0.111,-5.453,1,0.027,127.106,4,https://api.spotify.com/v1/tracks/3e4ZaMM2t6Pv25W05KfZTP,audio_features,spotify:track:3e4ZaMM2t6Pv25W05KfZTP,0.339
Keep Them Kisses Comin',0.0524,https://api.spotify.com/v1/audio-analysis/0nCU6JTonBdrIKpxErujKu,0.704,159827,0.767,0nCU6JTonBdrIKpxErujKu,0.000469,6,0.361,-5.708,1,0.0398,120.035,4,https://api.spotify.com/v1/tracks/0nCU6JTonBdrIKpxErujKu,audio_features,spotify:track:0nCU6JTonBdrIKpxErujKu,0.889
Keep Your Head Up,0.0469,https://api.spotify.com/v1/audio-analysis/4Jz4bjXeiF2SXVj9P4YfY5,0.674,189933,0.778,4Jz4bjXeiF2SXVj9P4YfY5,0,0,0.145,-5.367,1,0.0376,90.01,4,https://api.spotify.com/v1/tracks/4Jz4bjXeiF2SXVj9P4YfY5,audio_features,spotify:track:4Jz4bjXeiF2SXVj9P4YfY5,0.816
Key To The Streets,0.123,https://api.spotify.com/v1/audio-analysis/23SryQFx36SXmuAj7tXxec,0.768,281987,0.687,23SryQFx36SXmuAj7tXxec,0,6,0.113,-5.454,0,0.113,140.064,4,https://api.spotify.com/v1/tracks/23SryQFx36SXmuAj7tXxec,audio_features,spotify:track:23SryQFx36SXmuAj7tXxec,0.294
Kill A Word,0.0165,https://api.spotify.com/v1/audio-analysis/0ipcmHor30Y8p6hCd8QUVq,0.653,199213,0.73,0ipcmHor30Y8p6hCd8QUVq,1.4e-06,2,0.0894,-8.018,1,0.0378,85.015,4,https://api.spotify.com/v1/tracks/0ipcmHor30Y8p6hCd8QUVq,audio_features,spotify:track:0ipcmHor30Y8p6hCd8QUVq,0.615
Kill Em With Kindness,0.00755,https://api.spotify.com/v1/audio-analysis/1QNoKVgA758HFLu3TW2q7R,0.749,217907,0.881,1QNoKVgA758HFLu3TW2q7R,7.81e-05,10,0.0974,-5.446,0,0.0449,120.034,4,https://api.spotify.com/v1/tracks/1QNoKVgA758HFLu3TW2q7R,audio_features,spotify:track:1QNoKVgA758HFLu3TW2q7R,0.337
King's Dead,0.000874,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,0.563,229670,0.717,51rXHuKN8Loc4sUlKPODgH,0,1,0.183,-5.186,1,0.337,82.064,4,https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH,audio_features,spotify:track:51rXHuKN8Loc4sUlKPODgH,0.427
Kiss It Better,0.273,https://api.spotify.com/v1/audio-analysis/7bmqcI1HQwx1PWwYyZO0lg,0.618,253080,0.812,7bmqcI1HQwx1PWwYyZO0lg,0,3,0.0734,-4.758,0,0.0483,95.093,4,https://api.spotify.com/v1/tracks/7bmqcI1HQwx1PWwYyZO0lg,audio_features,spotify:track:7bmqcI1HQwx1PWwYyZO0lg,0.868
Kiss Tomorrow Goodbye,0.0064,https://api.spotify.com/v1/audio-analysis/4ZF2WDTBVFihfTkxfme8JE,0.571,203133,0.937,4ZF2WDTBVFihfTkxfme8JE,0,5,0.316,-3.467,0,0.0365,115.013,4,https://api.spotify.com/v1/tracks/4ZF2WDTBVFihfTkxfme8JE,audio_features,spotify:track:4ZF2WDTBVFihfTkxfme8JE,0.584
Kiss You,0.0186,https://api.spotify.com/v1/audio-analysis/0AkQbXGN4KG34TS7xLrM68,0.63,182960,0.934,0AkQbXGN4KG34TS7xLrM68,0,4,0.324,-2.559,1,0.0589,89.992,4,https://api.spotify.com/v1/tracks/0AkQbXGN4KG34TS7xLrM68,audio_features,spotify:track:0AkQbXGN4KG34TS7xLrM68,0.905
Kiss You In The Morning,0.00769,https://api.spotify.com/v1/audio-analysis/6TwhBJgvrPrdNe57lYVV55,0.557,181400,0.909,6TwhBJgvrPrdNe57lYVV55,0,11,0.317,-3.405,1,0.0423,152.13,4,https://api.spotify.com/v1/tracks/6TwhBJgvrPrdNe57lYVV55,audio_features,spotify:track:6TwhBJgvrPrdNe57lYVV55,0.857
Kisses Down Low,0.017,https://api.spotify.com/v1/audio-analysis/4KhanrenBxgyXYkFCArMyd,0.633,254867,0.726,4KhanrenBxgyXYkFCArMyd,5.37e-05,5,0.102,-9.318,0,0.0678,137.98,4,https://api.spotify.com/v1/tracks/4KhanrenBxgyXYkFCArMyd,audio_features,spotify:track:4KhanrenBxgyXYkFCArMyd,0.218
Kissin U,0.0157,https://api.spotify.com/v1/audio-analysis/1MO6jWRxOu1FMY3bVFVOfw,0.62,198480,0.844,1MO6jWRxOu1FMY3bVFVOfw,0,3,0.0717,-3.134,1,0.0465,110.012,4,https://api.spotify.com/v1/tracks/1MO6jWRxOu1FMY3bVFVOfw,audio_features,spotify:track:1MO6jWRxOu1FMY3bVFVOfw,0.529
Krippy Kush,0.0668,https://api.spotify.com/v1/audio-analysis/7FfpP3YZ6fOWMdxkIAtud9,0.708,230520,0.56,7FfpP3YZ6fOWMdxkIAtud9,0,9,0.111,-7.132,1,0.129,163.043,4,https://api.spotify.com/v1/tracks/7FfpP3YZ6fOWMdxkIAtud9,audio_features,spotify:track:7FfpP3YZ6fOWMdxkIAtud9,0.411
L.A.LOVE (la la),0.0186,https://api.spotify.com/v1/audio-analysis/5h2nC1QYVpK0AJra70Ja3p,0.509,211512,0.482,5h2nC1QYVpK0AJra70Ja3p,0,7,0.238,-6.965,1,0.176,101.042,4,https://api.spotify.com/v1/tracks/5h2nC1QYVpK0AJra70Ja3p,audio_features,spotify:track:5h2nC1QYVpK0AJra70Ja3p,0.301
La La La,0.213,https://api.spotify.com/v1/audio-analysis/2m2ZGfJcs3lHWNPzhWH3XH,0.822,256551,0.743,2m2ZGfJcs3lHWNPzhWH3XH,0.0103,1,0.0957,-2.038,1,0.0451,98.005,4,https://api.spotify.com/v1/tracks/2m2ZGfJcs3lHWNPzhWH3XH,audio_features,spotify:track:2m2ZGfJcs3lHWNPzhWH3XH,0.78
Last Christmas,0.189,https://api.spotify.com/v1/audio-analysis/2FRnf9qhLbvw8fu4IBXx78,0.735,262960,0.478,2FRnf9qhLbvw8fu4IBXx78,2.48e-06,2,0.355,-12.472,1,0.0293,107.682,4,https://api.spotify.com/v1/tracks/2FRnf9qhLbvw8fu4IBXx78,audio_features,spotify:track:2FRnf9qhLbvw8fu4IBXx78,0.947
Law,0.0196,https://api.spotify.com/v1/audio-analysis/7mhk9WyqZZzvTTCQKfh2iV,0.882,257267,0.699,7mhk9WyqZZzvTTCQKfh2iV,0,2,0.0469,-5.572,1,0.249,145.008,4,https://api.spotify.com/v1/tracks/7mhk9WyqZZzvTTCQKfh2iV,audio_features,spotify:track:7mhk9WyqZZzvTTCQKfh2iV,0.42
Lay It All On Me,0.141,https://api.spotify.com/v1/audio-analysis/38ismoqQYn75ruDSQ2Jtx8,0.669,242440,0.747,38ismoqQYn75ruDSQ2Jtx8,0,6,0.185,-7.108,1,0.0428,122.531,4,https://api.spotify.com/v1/tracks/38ismoqQYn75ruDSQ2Jtx8,audio_features,spotify:track:38ismoqQYn75ruDSQ2Jtx8,0.483
Lay It Down,0.0208,https://api.spotify.com/v1/audio-analysis/0npGoOENjn7vVvIMmvWekQ,0.524,240107,0.793,0npGoOENjn7vVvIMmvWekQ,0,1,0.0825,-5.051,0,0.0629,156.052,4,https://api.spotify.com/v1/tracks/0npGoOENjn7vVvIMmvWekQ,audio_features,spotify:track:0npGoOENjn7vVvIMmvWekQ,0.551
Lay Me Down,0.922,https://api.spotify.com/v1/audio-analysis/64GRDrL1efgXclrhVCeuA0,0.473,219536,0.192,64GRDrL1efgXclrhVCeuA0,0,4,0.106,-10.979,1,0.0417,125.152,4,https://api.spotify.com/v1/tracks/64GRDrL1efgXclrhVCeuA0,audio_features,spotify:track:64GRDrL1efgXclrhVCeuA0,0.335
Leave The Night On,0.0996,https://api.spotify.com/v1/audio-analysis/3wx2kQWPn9p5UppQbNhPAk,0.516,192160,0.953,3wx2kQWPn9p5UppQbNhPAk,0,9,0.349,-3.828,1,0.0624,171.971,4,https://api.spotify.com/v1/tracks/3wx2kQWPn9p5UppQbNhPAk,audio_features,spotify:track:3wx2kQWPn9p5UppQbNhPAk,0.852
Leave You Alone,0.184,https://api.spotify.com/v1/audio-analysis/5GOqOUVv7vk0jWDdNToHtA,0.645,329187,0.671,5GOqOUVv7vk0jWDdNToHtA,0,7,0.341,-7.659,1,0.0511,94.488,4,https://api.spotify.com/v1/tracks/5GOqOUVv7vk0jWDdNToHtA,audio_features,spotify:track:5GOqOUVv7vk0jWDdNToHtA,0.471
Legend,0.024,https://api.spotify.com/v1/audio-analysis/1ID1QFSNNxi0hiZCNcwjUC,0.715,241853,0.561,1ID1QFSNNxi0hiZCNcwjUC,0,1,0.0769,-7.605,1,0.0721,100.076,4,https://api.spotify.com/v1/tracks/1ID1QFSNNxi0hiZCNcwjUC,audio_features,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,0.297
Legends,0.0558,https://api.spotify.com/v1/audio-analysis/1J0Zt2Sa9J9BRarqXnP5Uz,0.575,243427,0.728,1J0Zt2Sa9J9BRarqXnP5Uz,0,4,0.0909,-5.846,1,0.032,112.029,4,https://api.spotify.com/v1/tracks/1J0Zt2Sa9J9BRarqXnP5Uz,audio_features,spotify:track:1J0Zt2Sa9J9BRarqXnP5Uz,0.242
Lego House,0.562,https://api.spotify.com/v1/audio-analysis/5ubHAQtKuFfiG4FXfLP804,0.592,185093,0.637,5ubHAQtKuFfiG4FXfLP804,0,11,0.13,-8.48,1,0.0992,159.701,4,https://api.spotify.com/v1/tracks/5ubHAQtKuFfiG4FXfLP804,audio_features,spotify:track:5ubHAQtKuFfiG4FXfLP804,0.565
Lemme See,0.0262,https://api.spotify.com/v1/audio-analysis/0drVeoGy7njENU29Z3lPEy,0.656,252827,0.725,0drVeoGy7njENU29Z3lPEy,0,1,0.0712,-4.067,1,0.0596,153.873,4,https://api.spotify.com/v1/tracks/0drVeoGy7njENU29Z3lPEy,audio_features,spotify:track:0drVeoGy7njENU29Z3lPEy,0.403
Lemonade,0.000114,https://api.spotify.com/v1/audio-analysis/6LzsmlN5UbCYytaaKZueRH,0.474,252933,0.921,6LzsmlN5UbCYytaaKZueRH,0.0266,1,0.746,-2.506,0,0.0478,152.078,4,https://api.spotify.com/v1/tracks/6LzsmlN5UbCYytaaKZueRH,audio_features,spotify:track:6LzsmlN5UbCYytaaKZueRH,0.715
Let Her Go,0.365,https://api.spotify.com/v1/audio-analysis/6GmUVqe73u5YRfUUynZK6I,0.479,252733,0.545,6GmUVqe73u5YRfUUynZK6I,0,7,0.0963,-7.346,1,0.0688,74.897,4,https://api.spotify.com/v1/tracks/6GmUVqe73u5YRfUUynZK6I,audio_features,spotify:track:6GmUVqe73u5YRfUUynZK6I,0.244
Let It Be,0.631,https://api.spotify.com/v1/audio-analysis/7iN1s7xHE4ifF5povM6A48,0.443,243027,0.403,7iN1s7xHE4ifF5povM6A48,0,0,0.111,-8.339,1,0.0322,143.462,4,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,audio_features,spotify:track:7iN1s7xHE4ifF5povM6A48,0.41
Let It Go,0.804,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,0.568,260533,0.293,13HVjjWUZFaWilh2QUJKsP,1.26e-05,1,0.107,-10.253,1,0.0313,147.175,4,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,audio_features,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.247
Let It Rain,0.103,https://api.spotify.com/v1/audio-analysis/7DiaNCPgH5dJ1cJ925jTAA,0.451,301267,0.623,7DiaNCPgH5dJ1cJ925jTAA,0.00383,2,0.115,-11.33,1,0.0312,122.3,4,https://api.spotify.com/v1/tracks/7DiaNCPgH5dJ1cJ925jTAA,audio_features,spotify:track:7DiaNCPgH5dJ1cJ925jTAA,0.704
Let Me Down Easy,0.362,https://api.spotify.com/v1/audio-analysis/1tZ5C8zI326sIB4kBErdmC,0.61,228493,0.497,1tZ5C8zI326sIB4kBErdmC,0,1,0.107,-4.885,1,0.027,125.029,4,https://api.spotify.com/v1/tracks/1tZ5C8zI326sIB4kBErdmC,audio_features,spotify:track:1tZ5C8zI326sIB4kBErdmC,0.163
Let Me Go,0.032,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,0.667,174800,0.726,5Gu0PDLN4YJeW75PpBSg9p,0,8,0.0745,-4.172,1,0.054,103.001,4,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,audio_features,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.77
Let Me Love You (Until You Learn To Love Yourself),0.262,https://api.spotify.com/v1/audio-analysis/1Ejsu5JglwIgrFW7Bt2GuL,0.491,251627,0.676,1Ejsu5JglwIgrFW7Bt2GuL,0,5,0.499,-6.631,1,0.0403,124.852,4,https://api.spotify.com/v1/tracks/1Ejsu5JglwIgrFW7Bt2GuL,audio_features,spotify:track:1Ejsu5JglwIgrFW7Bt2GuL,0.278
Let Me See Ya Girl,0.254,https://api.spotify.com/v1/audio-analysis/3y1t2sEahs8idFz2tiYNPO,0.523,187587,0.834,3y1t2sEahs8idFz2tiYNPO,0,6,0.393,-3.561,1,0.0281,92.99,4,https://api.spotify.com/v1/tracks/3y1t2sEahs8idFz2tiYNPO,audio_features,spotify:track:3y1t2sEahs8idFz2tiYNPO,0.445
Let There Be Cowgirls,0.0892,https://api.spotify.com/v1/audio-analysis/7gKW8jf6tHehuGp7VhoP7d,0.537,273480,0.788,7gKW8jf6tHehuGp7VhoP7d,1.27e-06,11,0.164,-5.557,1,0.0362,161.991,4,https://api.spotify.com/v1/tracks/7gKW8jf6tHehuGp7VhoP7d,audio_features,spotify:track:7gKW8jf6tHehuGp7VhoP7d,0.727
Let You Down,0.298,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,0.656,212120,0.721,52okn5MNA47tk87PeZJLEL,0,5,0.173,-5.665,0,0.122,148.066,4,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,audio_features,spotify:track:52okn5MNA47tk87PeZJLEL,0.468
Let's Go,0.032,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,0.667,174800,0.726,5Gu0PDLN4YJeW75PpBSg9p,0,8,0.0745,-4.172,1,0.054,103.001,4,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,audio_features,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.77
Lettin' The Night Roll,0.0933,https://api.spotify.com/v1/audio-analysis/33LSgUa20mKNgeut1XwP2E,0.539,203120,0.858,33LSgUa20mKNgeut1XwP2E,0,2,0.128,-5.099,1,0.0458,140.889,4,https://api.spotify.com/v1/tracks/33LSgUa20mKNgeut1XwP2E,audio_features,spotify:track:33LSgUa20mKNgeut1XwP2E,0.607
Levels,0.0534,https://api.spotify.com/v1/audio-analysis/5QjJgPU8AJeickx34f7on6,0.605,199904,0.873,5QjJgPU8AJeickx34f7on6,0.837,1,0.314,-5.938,0,0.0344,126.026,4,https://api.spotify.com/v1/tracks/5QjJgPU8AJeickx34f7on6,audio_features,spotify:track:5QjJgPU8AJeickx34f7on6,0.476
Levitate,0.142,https://api.spotify.com/v1/audio-analysis/6nlA3j4n3KAY8AgEGmos2o,0.606,230738,0.781,6nlA3j4n3KAY8AgEGmos2o,0.00803,1,0.0734,-5.846,1,0.0703,170.007,4,https://api.spotify.com/v1/tracks/6nlA3j4n3KAY8AgEGmos2o,audio_features,spotify:track:6nlA3j4n3KAY8AgEGmos2o,0.632
Lifestyle,0.0144,https://api.spotify.com/v1/audio-analysis/7DTlsMOQjGysXHpwwpHuPl,0.718,269693,0.67,7DTlsMOQjGysXHpwwpHuPl,0,1,0.0851,-5.236,1,0.227,88.764,4,https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl,audio_features,spotify:track:7DTlsMOQjGysXHpwwpHuPl,0.517
Light It Up,0.118,https://api.spotify.com/v1/audio-analysis/5w3NgfV8v1nNZFLUBlGHIL,0.602,177306,0.929,5w3NgfV8v1nNZFLUBlGHIL,0,6,0.103,-2.741,0,0.0839,130.024,4,https://api.spotify.com/v1/tracks/5w3NgfV8v1nNZFLUBlGHIL,audio_features,spotify:track:5w3NgfV8v1nNZFLUBlGHIL,0.677
Lights,0.0632,https://api.spotify.com/v1/audio-analysis/5A6BJLZArq1MPjsnmcuk5f,0.623,223847,0.493,5A6BJLZArq1MPjsnmcuk5f,0,5,0.104,-7.727,0,0.0338,81.019,4,https://api.spotify.com/v1/tracks/5A6BJLZArq1MPjsnmcuk5f,audio_features,spotify:track:5A6BJLZArq1MPjsnmcuk5f,0.594
Lights Down Low,0.0632,https://api.spotify.com/v1/audio-analysis/5A6BJLZArq1MPjsnmcuk5f,0.623,223847,0.493,5A6BJLZArq1MPjsnmcuk5f,0,5,0.104,-7.727,0,0.0338,81.019,4,https://api.spotify.com/v1/tracks/5A6BJLZArq1MPjsnmcuk5f,audio_features,spotify:track:5A6BJLZArq1MPjsnmcuk5f,0.594
